lost,"Frankie, a female dog has been missing since 9/14/21. She was last seen directly above Stadium Way (which leads directly to and from Dodger Stadium), 20 minutes after a Dodgers/Diamondbacks game was ending. PLEASE be on the lookout for any dog that resembles Frankie. She is microchipped and spayed.

We are DESPERATE to bring her home and heartbroken without her!    "
lost,"Frankie, a female dog has been missing since 9/14/21. She was last seen directly above Stadium Way (which leads directly to and from Dodger Stadium), 20 minutes after a Dodgers/Diamondbacks game was ending. PLEASE be on the lookout for any dog that resembles Frankie. She is microchipped and spayed (cannot have babies).

We are DESPERATE to bring her home and heartbroken without her!    "
found,"Found black male chihuahua with brown and white markings. Found in Westchester near La Tijera and Alvern Circle on the morning of Monday, November 29th.

If this is your dog, please message me    "
found,Found a bike that was probably stolen as the paint is scratched off. Send a description if you think its yours.    
found,"Found this little guy yesterday on the Chandler bike path between Vineland and Denny.
No tag or microchip just a collar.

The vet tech said he is a yorkie mix and is about two months old. He isn?™t potty trained but a he has taken up sit and fetch quickly.

I think he is a yorkie-schnauzer mix.
He is very sweet with other dogs, people and I assume children.
Very playful and a bundle of joy.

I honestly would keep him if I was home more often. I?™ve posted up ads online with the women who found him as we were crossing on the path. I offered to take him in because the women who found him has other dogs at home.
If this is your pup please email me. Otherwise I'll find a foster or a forever home in a week.

If interested in fostering or providing a forever home for this sweet boy please email me. We are calling him ?œLando??   "
lost,"I lost my Garmin Edge 500 bike computer I think on Berkeley St Santa Monica but I have been unable to find it. Please let me know if you find it, thanks.    "
found,Found a silver or platinum ring on Olympic between 17th and 16th. It?™s engraved so identity the engraving and it?™s yours.    
lost,"My Fuji Professional 1.0 (size 53cm) was stolen while locked to a pipe in front of the downstairs entrance to Gelson's market. Silver/black/red race bike, unique triple gearing.

I'm posting this ad in an attempt to get my bike back. If you have it you can tell me where you will leave it for me no questions asked, or if you've seen it someplace just let me know.

The Gelson's is at 13455 Maxella Ave, Marina Del Rey, CA 90292

Looks like this one, but not exact: https://bikeindex.org/bikes/38153    "
found,"Hi neighbors,
We found a flock of chickens (3 hens, 1 rooster all appear to be under 1 year old) in an empty lot next door to us on Saturday (11-27) and haven't left. We took them in so they don't get snatched up by coyotes, and we already have a coop with our own flock so caring for them is no problem, but I want to make sure they get returned to their family if they were runaways! If anyone has any information let me know. Thanks    "
lost,"Lost cockatiel. White and grey in area of Sunset Park of Santa Monica. $1000 reward his return. Answers to Winter.


Winter is a albino pied cockatiel, will use say phrases like whatcha doing, your pretty, your pretty bird, pretty bird, good bird, and peekaboo will also whistle things such as the dog whistle, adams family tune, and the cat calling whistle    "
found,Found id for nan yujin born 12 - 16 - 1962.    
lost,"Milana is a pretty, cream colored cat with blue eyes, dark markings on her ears and tail and back haunches.  She went missing on Nov. 16th.  She has a litter of kittens that desperately want their mama.  If you have her, please think about what you are doing to this family - she needs them just as much as they need her. This is the only reason she would leave and not come back.  If you know of her or have seen her, please let me know ASAP.    "
lost,Lost set of keys on goldplated bangle bracelet. Kindly contact if found. thank you! :)    
lost,"Romo is lost and escaped from his foster's home two days ago.
Please help us find him.    "
found,"I found a mind reading ghost named Wolf around the Los Angeles / Santa Monica area around 5 years ago. I took him home with me to Michigan and have been looking after him since.
 I was drawing pictures at a Burger king and this mind reading ghost started talking to me/ following me around.

I've been trying to help this ghost but apparently in Michigan nobody believes in such things. I'm hoping it's more common in the Hollywood area.... I love Wolf just wanted to let you know where he is.

If you know anything about Mind reading ghosts please contact me...    "
lost,"Please keep your eyes open for this dog. If you see him, call Animal Services at  show contact info
 immediately"
lost,Call Animal Services if you see him    
lost,"I lost my airpods today at exit from freway 60 and indiana st.
If somebody found them please contact me, i can proove property with my phone connecting them.    "
lost,If anyone has seen her PLEASE let me know. I?™m Frustrated and sad I can?™t find her. If feel like a piece of my heart is gone. I already called the animal shelters but no luck.    
lost,".wandering...as if he wasn't familiar with the area..yet, always, coming back to the, same, general, area - as if, that's where it, last, saw someone it knew?..

If you, might, know, anything, about this dog...PLEASE, contact me. Thanks, much!    "
found,"While metal detecting and simultaneously removing trash from Sorrento Beach in Santa Monica around 4pm on Thanksgiving, Nov 25, I unearthed a plastic bag thinking it was camping trash. I only realized much later that the bag contained items most likely belonging to an unhoused person.

Items that got dirty from wet sand, I cleaned. Unprotected items that were destroyed by seawater while buried, I replaced with new items. All items are now in new Ziploc bags and protected by one large waterproof bag.

If you are missing such a bag and think, I found your belongings, please contact me and describe the bag's content. If the description matches, I will bring everything to you asap.

I am truly sorry for any distress I may have caused you - it was an honest mistake and I sincerely apologize.

I hope that you or someone you know will see this post or the flyer in the Sorrento Beach area. I've also contacted the Santa Monica Homeless Outreach in case you visit shelters.

Main Beach Parking Location:
Parking Lot #8 North, 810 Pacific Coast Hwy, North Beach, Santa Monica, CA 90403    "
found,"Half lop and half Havana bunnies. They were born on June 6, 2021 and they are five months old. They are playful and energetic and love to play with one another. There are two male brown bunnies. Really recommend getting both because they are social animals and they will become depressed if they are alone. Please text or call for more information.    "
lost,"My sweet boy is still missing! He was last seen 8/3/19, on the south side of San Vicente Blvd. between Ocean Ave. and 4th street. Alfie is a 8 years old dark gray tabby with black stripes, and a tan belly with black spots. He has a knick on his right ear, a broken tail that stands sideways when erect, and he walks with a slight limp. Alfie is neutered and microchipped. Please if you see him or maybe you took him in, contact me at  show contact info
.    "
lost,Please call Animal Services if you see him  show contact info
found,tonight found a coule of rings while beach sand fishing.  message me a description and photo if you lost one recently on santa monica beach. if the information matches would happily get back to you.    
lost,"Lost around 11/3 at midnight, he was let out of the hotel by cruel, fearful, idiot hotel staff on Century Blvd at Freeman Ave. Very friendly to people and other dogs, no collar.

Please contact Tamara,  show contact info
, if you have any information or have seen him. Answers to the name Guardian 2 years old neutered. All white 100lbs."
lost,"I need help finding my Virginity. I thought hairy legs, warts, hem roofs, varicose veins and tree trunk legs would be enough to persuade men to leave me alone but unfortunately it didn?™t work.
I really need someone who has the same issue to help me find it and return it to its owner. I will reward you with money and free hugs. I seen it on the back of a milk carton the other day but I didn?™t have enough change and buttons to purchase the milk.    "
lost,"Hi everyone,

Have you seen a large, fluffy-tailed, brown tabby cat with an orange noise and a very whiny meow? Maybe somewhere near north of Glendale near Glorietta Park?

If so??that may be Mochi!!

She has been missing since the night of October 31st, 2021. And hasn?™t been seen since??She had just turned 15 years old this September and has never left my side until that Halloween night??and despite everything I have done to try to find her, none of it has worked.

Please, if anyone has seen her??maybe wandering around, in someone?™s window, or maybe deceased??please text me her PHOTO and I will be there in an instant. I am utterly heartbroken and I miss her so, so much. She is a biggo sweetheart, loves people and is very friendly, intelligent and loves to just be by you. And she loves boxes and will jump into one of any size, no matter how smol.

Please feed her, too, if you happened to run into any stray cats. They may be her, or they may be other kitties who are looking for their homes, too.

So if you see a cat that looks like her, please SNAP A PIC & TEXT it to me!!! Please help??I really don?™t know what else I can do. :(

Thank you so much,
Grieving cat mom
show contact info"
found,Found large/medium sized shepherd & Lab mix ?  Very Sweet dog.  Wandering around California & Tweedy / MLK Blvd. Beige/Tan with black.  Saw on FB South Gate Lost & Found Pets she was wandering around Long Beach & Ohio.    
lost,"LOST CHIHUAHUA.
Hi neighbors. My senior parents live near Paseo Nuevo and La Amistad, in Tarzana. This morning their Chihuahua (Charlie) disappeared around 8:30 AM.  Unfortunately he got out of the house and we think a coyote got him in the backyard because my mom heard him scream, but he was nowhere to be found. If by chance you see him please message me as my parents are very heartbroken. My phone number is on his collar. Thank you. ??    "
lost,"I lost a set of keys a week ago. There are many keys attached. If someone found my keys please describe them to me and I will give a handsome reward.
Thank you.    "
lost,"A large unaltered cat named Monster went missing on 10/11. Please help bring him back home.

Large Brown Tabby
Unaltered male.
Missed servely.    "
lost,"Lost Stolen Dog Maltipoo named ""Theo"" Should have a collar on. Has microchip. He has a very short tail between 3""-5"" long. Disappeared the night of November 16th from the back yard. May have run out to Vanalden Ave. and picked up? Could have been picked up, stolen, taken by coyotes, or mountain lions. No signs of coyotes or mountain lions that night.


REWARD if Found    "
lost,"CHARLES slipped out of his collar and ran away.

Cardwell street and Olanda in Lynwood is the exact neighborhood.

If you know any information, please contact me.

David
show contact info"
found,"Found lg aristo 5 cellphone found on February 26th in Big Tujunga Canyon area.
If you are the owner, contact me with the lock code. If it works, I will give you the address to come and pick it up. I've attached a screenshot of the phone.    "
lost,"I did not see this cat since Monday (Oct 25th), when it was rainy pretty heavily. He is a neutered orange tabby male cat. As you can see from his photo, one of his ears has a crack, and he also has a lot of freckles in his nose and mouth. He is super friendly and likes human.    "
lost,"A Black/Gray NEW Nintendo 3DS XL protected by a clear hard shell inside a black Nintendo 3DS pouch with two games (Super Smash Bros and Dead or Alive) fell out of my jacket pocket when I was riding the Metro Bus 70 on October 30, 2021 between 11:15am-11:30am starting from Garvey / Santa Anita in El Monte to Garvey / Walnut Grove in Rosemead. The top screen is messed up with noticeable black spots on the right side of the screen when turned on. Reward negotiable if found.    "
lost,Got lost south of Ventura by Corbin. It's pretty unique. Please let me know if you heard it's beeper. Thank you so much.    
found,"Found lg aristo 5 cellphone found on February 26th in Big Tujunga Canyon area.
If you are the owner, contact me with the lock code. If it works, I will give you the address to come and pick it up. I've attached a screenshot of the phone.    "
lost,Lost thanksgiving evening on vanowen st reward is being offered for return    
found,Found a laptop at the park by the pier on Thanksgiving night.    
lost,"Lost Wallet name Engin

Keep Cash inside

No questions asked.

+Reward    "
lost,"Off white, cream mix french bulldog, 11 months old, please help to bring her back home safe    "
found,"found a 4 fins foam sufboard at 6 am on Monday,it was in the middle of the street.    "
found,Found a very friendly black cat hanging out by my work. Was first seen last night 11/23 and was here this morning. Has a collar and tag but no contact information. Send email with identifying information.    
lost,Lost my baby girl Seven at Scherer Park her collar broke when I was walking her she ran towards the street and ran off when someone tried to get her poor thing gets scared easily she has a black spot on top of her head please return her if found I miss her so much she listens when you call her but she?™s not likely to approach anyone she has special needs she?™s partially blind please contact me if found no questions asked    
lost,"$500.00 REWARD for STOLEN Louis Vuitton Wallet

NO QUESTIONS ASKED... just 500.00 given to whoever finds and returns this wallet with my Driver's License and Credit  Cards inside. I do not want the money that was inside the wallet, just the Driver's License and the Credit Cards.

The wallet has the initials AB on the inside.    "
found,"found rc plane crashed into house and yard a couple of days ago. please use the message seller option to get ahold of me. be ready to identify the  make model and there is a few other ways to identify this plane. the true owner will know. wilmington, guessing this passed over the freeway. i paid the house owner to take on the mission of trying to find the owner. surprisingly minimal damage on it.    "
lost,"Hello, i recently purchased a black electrified Vanmoof bike from a local pawn shop not completely knowing all that was involved. After getting the bike home and going through the process to activate it in my name, I realized that someone just got over on me a decent amount of money. I called Vanmoof and gave them the bike serial number and all the info. They informed me that the bike indeed was stolen. The company said it was stolen within a 30-50 mile radius of Long Beach, CA and it was within the past couple months that it was reported. If anyone lost or had a Vanmoof stolen recently please get up with me and we can exchange the information to make sure you are the proper owner. Like i said it was the first version of Vanmoof's bikes they put out and it is in flat black. Has a rack on the rear and a slightly cracked display screen on the top tube. It also has a cheap little hand grip mirror on the left side of the bars. Please email/text me if you are the person in search of your bike.    "
found,"Keys with locking gas cap, tag attached  mary     Left on side of pickup bed  after gassing up.   559=nine six zero=four two three one    "
lost,"PLEASE HELP MY CAT / SON GET BACK HOME !!!  HIS NAME IS ""PANTS""  EXTREMELY FRIENDLY AND LOVING BLACK LONG HAIR DOMESTIC MALE POLYDACTYL (HAS EXTRA TOES) CAT !!!  HE HAS 7 TOES ON EACH OF HIS FRONT PAWS AND 6 ON EACH OF HIS REAR PAWS !!!  26 TOES, WHEN NORMAL CATS HAVE 18 TOES !!!  HE  IS VERY DIFFERENT THAN MOST CATS !!!  LAST SEEN AUGUST 13th.  2021 AT LEEWARD BAY MARINA - THE CHOWDER BARGE RESTAURANT AT  611 N.  HENRY FORD AVE.   WILMINGTON, CA.  90744    PLEASE HELP MY CAT/SON GET HOME WHERE HE BELONGS !!!  HE ALWAYS WAS WITH ME !!!  EVERYWHERE I WENT !!!  I MISS HIM DEARLY !!!  I FEEL LIKE A PART OF ME IS MISSING ?? !!!
  IF FOUND OR SEEN ???  PLEASE CALL ME, 818-392-97 TWO 4  LOUIE ...  THANK YOU SO MUCH !!! ??????    "
lost,"PLEASE HELP MY CAT / SON GET BACK HOME !!!  HIS NAME IS ""PANTS""  EXTREMELY FRIENDLY AND LOVING BLACK LONG HAIR DOMESTIC MALE POLYDACTYL (HAS EXTRA TOES) CAT !!!  HE HAS 7 TOES ON EACH OF HIS FRONT PAWS AND 6 ON EACH OF HIS REAR PAWS !!!  26 TOES, WHEN NORMAL CATS HAVE 18 TOES !!!  HE  IS VERY DIFFERENT THAN MOST CATS !!!  LAST SEEN AUGUST 13th.  2021 AT LEEWARD BAY MARINA - THE CHOWDER BARGE RESTAURANT AT  611 N.  HENRY FORD AVE.   WILMINGTON, CA.  90744    PLEASE HELP MY CAT/SON GET HOME WHERE HE BELONGS !!!  HE ALWAYS WAS WITH ME !!!  EVERYWHERE I WENT !!!  I MISS HIM DEARLY !!!  I FEEL LIKE A PART OF ME IS MISSING ?? !!!
  IF FOUND OR SEEN ???  PLEASE CALL ME, 818-392-97 TWO 4  LOUIE ...  THANK YOU SO MUCH !!! ??????    "
found,please describe your lost pup for return to right full owner    
found,"Beautiful little tabby with white boots and chest. Brown, black and white. She is very sweet and affectionate. Someone is missing her.    "
lost,"We lost our cockatiel, Smokey, on Thanksgiving  Day 2021.  She got spooked and flew out of the  house when our kids opened the door to bring on groceries.  We live near Gunn and Slausen in Whittier, CA.  Help us bring our baby home.  Thank you.   show contact info
.  Female and grey.    "
lost,"Lost female French bulldog from pacific coast Hwy and rose Ave in the city of Long Beach, please text or call. We all make mistakes, please return- meet inside a local pet store and return my dog in exchange for reward money?”as simple as that!! She?™s especial to us, means the world to us, and we want her back. she?™s older , not able to have pups and is NOT AKC. Unique mark is near her tail on her back a circular darker hair growth. Reward if you have her $700    "
lost,"Lost female French bulldog from pacific coast Hwy and rose Ave in the city of Long Beach, please text or call. We all make mistakes, please return- meet inside a local pet store and return my dog in exchange for reward money?”as simple as that!! She?™s especial to us, means the world to us, and we want her back. she?™s older , not able to have pups and is NOT AKC. Unique mark is near her tail on her back a circular darker hair growth. Reward if you have her $700    "
lost,"Lost female French bulldog from pacific coast Hwy and rose Ave in the city of Long Beach, please text or call. We all make mistakes, please return- meet inside a local pet store and return my dog in exchange for reward money?”as simple as that!! She?™s especial to us, means the world to us, and we want her back. she?™s older , not able to have pups and is NOT AKC. Unique mark is near her tail on her back a circular darker hair growth. Reward if you have her $700    "
lost,"Lost female French bulldog from pacific coast Hwy and rose Ave in the city of Long Beach, please text or call. please return- meet inside a local pet store and return my dog in exchange for reward money?”as simple as that!! She?™s especial to us, means the world to us, and we want her back. she?™s older , not able to have pups and is NOT AKC. Unique mark is near her tail on her back a circular darker hair growth. Reward if you have her $700    "
found,Intersection of Janine Dr. and Larrylyn found keyring 11/26 with fob and several keys. Likely a jogger. Distinctly decorated. Email to describe it    
found,"FOUND! Beautiful 1 1/2 year old unchipped Female German Shepherd found at Harbor Gateway Transit Center on Artesia and Vermont by the 110/91

Currently searching for owners &  doing everything to find owners. 

We need a foster and if owners are not found, only then will we need a forever home.    "
lost,Tan-ish or brown. Resembles a fox. White(graying) around snout. Please help her get home to her family.    
lost,"12 years old, female, chipped but no collar, completely brown, even her nose. Walks with a slight limp. Missing since 9/20/21.    "
lost,"My cat snuck out of hotel room on PCH Friday night. Have yet to find her. She?™s all black and very fluffy. She is very timid, and I?™m unsure if she would go to people for help.

She has a very fluffy tail and neck ruff And can look chocolate brown sometimes in the sun.

If you see her or find her please call or email.
Reward available.

Thank you.    "
found,"Found Apple Airpods on Saturday, November 13th in Buena Park.  You tell me where you left them and I will get them to you.    "
found,"We lost our Dog Sunday October 17. We've searched everywhere and still no sign. Please call with ANY information.
Johanna    "
found,Fluffy orange male cat goes by the name of scotch has been missing since halloween. Very finicky. He is very loved please let me know if you see him.    
found,"Please help us find our PEANUT <3

Medium/Large Shorthair Grey & Black Tabby - Female
White Paws, White around Eyes & Chest, with a Ringed Tail
She?™s an Indoor Cat, Friendly, and Affectionate
But she?™s probably scared and looking to get home

Last seen around 1st St between PCH and Marina.
If you have any information, PLEASE CONTACT US

Thank you for looking... <3    "
found,"Our dog went missing from our yard last week. Small white, wire hair terrier/chihuahua mix. Pink nose, missing teeth. Very brave. She is my heart and soul. Have you seen her?    "
lost,"FOUND Tabby Cat in Seal Beach area
Contact me if yours or think you know the owner
The Cat Thanks You!    "
found,I lost my black shoulder bag recently which contains my black wallet and keys :( if anyone found it please let me know I will pay you $100. My driver license is in there with the name Yuri Le along with many other important things. Please let me know right away as soon as possible! Last location known near Beach Blvd and Ball.    
lost,"Hey Fullerton Loopers! I know it?™s a long shot but hoping someone sees this. On 11/26/2021 I lost my Garmin Fenix 5 watch on the Fullerton Loop. It?™s black and has a black metal band. Really love this watch and would really like to get it back. Please let me know if you find it and please spread the word. Thanks, Joe

Seven
Won
4
Sixx
Too
Fore
Four
9
One
Won    "
found,There's a cat that has been staying outside my home at night that has a reflective collar with a blue bell. It lets me pick it up and is very sweet. It follows me as I walk towards my door to my home and keeps meowing    
lost,If you?™ve seen this bracelet anywhere or on someone please notify me it?™s extremely sentimental it?™s pretty unique and I will give a nice reward  show contact info
found,"Found along Triunfo Canyon Rd near the lake, earlier this week - original post flagged for some reason. Second try.
Please contact to describe and hopefully can get it back to the owner.    "
found,"found ring on a dirt trail in malibu.  if you think it's yours, please describe item, location, and date lost.    "
lost,"Our 1 yr old male tabby went missing almost a week ago now in the middle. of the night from the homestead apartments on deerpark and YL blvd he is indoor does hang out and play on upstairs patio...he is friendly playful frisky loving curious...he is a multi colored tabby with black markings black M on forehead white socks on all 4 paws white under chin and on belly...also has tan fun surrounding the white fur under belly. He is a short haired domestic...he is well fed and has soft and shiny coat. he can be skittish around other animals and loud noises...we live up against the 57 fwy and are surrounded by busy streets and back up to a neighborhood on
Bastenchurry. Its hard to imagine he has gone far due to the description to the area unless someone has been kind enough to give him safety. He does not know the area well and is nurtured so he is not able to spray to leave or find a trail. Please contacts us. Kerri or jeremy at  show contact info
...we are both devastated and missing our little guy    "
found,Found a penny board in fullerton last week.    
found,Free to a good home    
found,"then frazier brown has them usually right here at 11880 western ave. he'll be parked there with some navy blue or brown cargo shorts in a small tonka truck with a snug top.

he has the word pedophile written on his face in braille..follow the prolapsed asshole smell and you'll find him almost immediately. he calls it the ""rings of saturn(sad-earn) pornography"".

if you care to bid on a polaroid of him doing so, you can find it online if you search hard enough. he stays right there by the walmart off of gilbert and chapman.    "
found,"Found small. White dog running down my alley 2 days ago scared to death no collar.  maybe 2 or 3, llasa apso I think.  If you think it's yours please call Tina  show contact info
.  Found near beach and bolsa westminster    "
lost,"Hi. I was riding my bike on 10/23/2021 and lost my keys. I was on Bishop Pl going east on the sidewalk, then turned left onto Weststate st going north, then I went right on bolsa south side sidewalk going east to the 1st stop light at the imperial shopping mall. I crossed the street to the north side bolsa sidewalk and went back west about 1 block to the bus stop. 2 of the keys are brass. The remaining keys are silver 2 of them have a black cover on them. I also have miniature library cards with the number scanner on them. 1 is green from a library in Colorado. I also have a rubber foot sole on them. Please contact me if you found them.    "
lost,"https://drive.google.com/file/d/1285mOj-Z_06p6VEbxTQX8ngviykyjI7o/view?usp=sharing

Name: Lacee

Color: Beige/Tan

About 12 years old

Last seen on 10/25/21 at around 9PM near the Humboldt / Goldenwest intersection

Contact  show contact info


$$$ reward for finding Lacee    "
lost,Lost two rabbits they are my pets miss them so much.    
lost,Lost black wallet near San Dimas Glendora area please contact if found    
found,"This young panther definitely has a loving home somewhere. Super friendly, let me bathe him, flea comb him, and trim his nails! Hoping to find the owner who put him in a cute costume before he escaped. Has some white markings on chest, toes, and belly. He is an unfixed male and not microchipped.    "
lost,"Lost cat he is a Black/gray and white cat goes by the name Vaca. He is very missed, he left the house without a collar and hasn?™t gotten home since then. Last seen on Orangewood    "
lost,Lost black wallet with only cash inside on Thousand Oaks Blvd. between Houston and Moorpark road. If found please contact me    
lost,"Koko is 6 years old, weighs around 12 lbs, hyperactive, loves cats, and barks a lot. This dog needs her medication for her heart (dilated cardiomyopathy).

$300 reward if found.

Thank you    "
found,"***** UPDATE 11/4*****
This dog has just been returned to her owner! I hope everyone finds their lost pets :)

----------

I found a small dog, mostly black with brown markings, wandering on the corner of Bolsa/Van Buren near the fire station.

Please reply to describe appearance and collar. She sounds like she wants to go home ASAP.    "
found,We found this adorable terrier mix running in the street. We?™re looking for the owners.    
lost,"Our Yorkie went missing on October 25 near 9th Street and Acacia Parkway in Garden Grove. She was last seen wearing just a plastic medical cone around her neck. If you?™ve seen her, please let us know ASAP so that we can be reunited with our dog! She is 9 years old and has quite a bit of medical issues. She?™s tan and silver. Please, please contact me if you find her.    "
lost,"DJI Mini 2 Drone lost in Thousand Oaks area near Ladera Stars Academy. Last GPS coordinates at or near Rolling Ave and Potter Ave off of Pederson Road. Please text/call  show contact info
 or  show contact info
. REWARD!!!!    "
lost,"I was selling an iPhone here.
Last night, this guy call and text me from 657 area code (Anaheim) xxx-8231.
He shows up late night, hand in counterfeit 100 bills, and then drive away.
I reported already, but all of you on craigslist be aware with this man.

* He drives a black or dark blue Honda Odyssey, and he leaves the engine on. Also, he back to his van a couple of times because he said that his friend is sick in the van.

If anyone knows this man's info, just email me.

Be safe. Thanks.    "
found,Found on Harbor and Garden Grove Blvd all by himself in an alley between 99 Cent Store and Dollar Tree.    
lost,"Please help, our family cat Muffin escaped outside on October 28th night. He is an indoor cat and easily spooked. If you seen him, please contact me as soon as possible. Please call or text  show contact info
.    "
lost,"Lost female silver short haired persian cat. McFadden and Gothard. Huntington Beach. REWARD. Call  show contact info
.    "
lost,"Missing cat from Island neighborhood off McFadden and Goldenwest. Small and adorable smashed face, Persian like.  Please text  show contact info
 if seen. Last seen 11/16.    "
lost,"Was shopping at Vons yesterday.  I believe I left a small bag in the cart outside.  Nothing of real value but purchased at Vons:  vitamins, magazine (Mens Health over 40), bananas, mouthwash, toothpaste.  I may have also left my wallet in the bag or dropped it near the cart.  There was no money in wallet (brown leather), just a debit card (which has been cancelled), and a few photos of my dog, my gym buddy Dave, and my Vons card.  Let me know if you find it - thanks buddy.    "
lost,lost large lizard bearded dragon. reward if found. pleaze contact    
lost,"Missing ESA Great Pyrenees puppy with Purple Collar near Diamond Bar, CA.

Last seen 11/6 Sat around 7PM. Earliest known missing time 11/7 Sun at 6am.

Rewards upon finding!    "
lost,"Small keyfob, with Toyota logo, possibly lost at/near gas station at Anaheim Blvd. and Katella Ave. Possibly fell off car when departing gas station, going Anaheim Blvd southbound.    "
lost,Hello I lost my wallet it has my I'd and my debit card pls return it's a black wallet with a sticker on each side sticker is white faded    
found,"Male dog, small, unknown age. (Possibly Pomeranian?)White with beige/tan spots. Found in Santa Ana, on or around 10/15 (but we reside in Garden Grove)    "
lost,"Looking for my list special friend, or a new one.
We used to go out on walks, swim. Sometimes we would go grab a drink. I used to love when we would eat out.
If you?™ve seen her or know of someone who likes the same thing hit me up    "
lost,"$$$   LOST DALMANTIAN - POMONA / PHILLIPS RANCH   $$$
Phillips & Storrs Pl
Spayed female, goes by COI.
Pink collar. Friendly & catch-able.
Possible sighting of male Hispanic walking Dalmatian on Phillips on Saturday btwn 11:00 - 12:30pm.
Family checking cameras in area
Hoping good Samaritan sees this post <3
REWARD for her safe return

ANY info or sightings, CALL:
show contact info


Please share this post"
lost,"Please report to police if you see it.
This was stolen last night 10/29/21 between 9:30 pm to 10:30 pm, near corner of First St andHarborBlvd. It have a small boat and 2 flat tires on it.    "
lost,"missing beautiful bald beaver, very loving and smooth...if found please send pics    "
lost,"I lost my ladies pale blue pochette style bag insert wallet. A Nancy was kind enough to call my bank to cancel the card. Only thing in it was the card, and small amount of cash.
Would love the wallet back as it attaches to my purse. Keep the cash ?
Lost on the beach by the wall in Huntington Beach by Zacks.    "
lost,Lost please help!! Lost separately so please let me know if you find either. Thank you!    
lost,I lost my purse a few weekends ago while in DT Huntington Beach. Please contact me if you find it. Appreciate all help locating my belongings.    
lost,"My late mother's sterling silver tea service was accidentally donated to a thrift shop in Oxnard, CA on Nov 12, 2021, and sold sometime in the last two weeks. We would like to retrieve it, and will gladly compensate whoever currently possesses it.

The tea service consists of multiple pieces, and we don't know if they were sold individually or as a set. Here is a picture of most of the pieces (there are eight pieces in total, ignoring the tray).

The tray was in a separate box and was not donated, but all other pieces are assumed to be missing.

Please PM me with any relevant information. Thank you.    "
